#POPC alpha(1) taken from Fig. 5 in Scherer and Seelig EMBO Journal vol.6 no.10 pp.2915-2922, 1987
#POPC alpha(2) taken from Fig. 4 in Macdonald and Seelig Biochemistry 26 (1987) p. 1231-1240
#POPC:POPG POPG mole fraction 0.2

# 0 = gamma = M_G3N6C ...
# 1 = beta  = M_G3C5H ...
# 2 = alpha = M_G3C4H ...
# 3 = g3 = M_G3H ...
# 4 = g2 = M_G2H ...
# 5 = g1 = M_G1H ...
#label carbon hydrogen      Order_Parameter_1    error
M_G3C4_M M_G3C4H1_M 0.06467377 0.02
M_G3C4_M M_G3C4H2_M 0.069776 0.02
